APP_LAYER_ARRIVAL_TIME(US),(ALL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHY_LAYER_END_TIME(US),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000010.6,1000021.2,1000031.8,1000042.4,1000052.68,1000062.96,1000118.92,1000189.2,1000199.48,1000209.76,1000322.52,1000445.56,1000449.6,1000459.88,1000470.16,1000568.6,1000572.64,1000582.92,1000593.2,1000691.64,1000695.68,1000705.96,1000716.24,1000814.68,1000818.72,1000829,1000839.28,1000937.72,1000941.76,1000952.04,1000962.32,1001060.76,1001064.8,1001075.08,1001085.36,1001183.8,1001187.84,1001198.12,1001208.4,1001306.84,1001310.88,1001321.16,1001331.44,1001429.88,1001433.92,1001444.2,1001454.48,1001552.92,1001556.96,1001567.24,1001577.52,1001675.96,1001680,1001690.28,1001700.56,1001799,1001803.04,1001813.32,1001886.84,1001893.08,1001926.08,1001936.36,1001946.64,1002013.92,1002020.16,1002024.2,1002030.44,1002034.48,1002036.68,1002040.72,1002046.96,1002057.24,1002067.52,Grand Total
